EmployeeID,Department,JobRole,Age,YearsAtCompany,MonthlyIncome,OverTime,JobSatisfaction,PerformanceRating,TrainingHours,AbsenceDays,Attrition
EMP30385,Operations,Specialist,35,1,6814.85,No,1,3,15,15,Yes
EMP30386,HR,Specialist,44,10,6752.95,No,2,3,45,20,No
EMP30387,Sales,Specialist,59,3,6479.51,No,4,3,27,12,No
EMP30388,Operations,Specialist,44,4,7011.17,No,1,2,9,2,No
EMP30389,HR,Developer,52,13,2333.33,No,1,4,24,2,No
EMP30390,Sales,Specialist,48,10,7836.87,No,4,1,60,11,No
EMP30391,Operations,Specialist,24,11,5912.27,No,1,3,34,18,Yes
EMP30392,Operations,Executive,27,4,7418.64,No,3,4,45,12,No
EMP30393,IT,Developer,44,8,3654.71,No,5,1,19,6,No
EMP30394,Marketing,Analyst,34,0,2785.93,Yes,4,3,34,13,No
EMP30395,Operations,Manager,39,3,8096.23,Yes,1,4,49,3,No
EMP30396,Sales,Executive,39,12,4026.88,No,1,3,42,10,No
EMP30397,HR,Developer,51,7,4950.39,No,4,3,5,20,No
EMP30398,Marketing,Specialist,59,10,6207.85,No,2,1,38,13,No
EMP30399,IT,Manager,59,12,6576.0,No,3,4,49,2,No
EMP30400,Marketing,Developer,24,14,7034.29,No,3,4,12,4,No
EMP30401,Finance,Analyst,50,1,5751.75,No,3,4,27,1,No
EMP30402,Operations,Developer,49,9,3835.2,No,3,1,41,8,No
EMP30403,Operations,Executive,54,15,6476.62,No,1,2,5,4,No
EMP30404,Finance,Specialist,37,3,6500.5,Yes,1,4,44,20,No
EMP30405,Finance,Analyst,40,13,2694.11,No,1,3,52,6,No
EMP30406,Finance,Manager,38,9,7544.69,No,2,4,34,0,No
EMP30407,Finance,Specialist,35,5,2333.33,No,5,3,30,9,No
EMP30408,Operations,Executive,30,12,6968.29,No,5,3,10,15,No
EMP30409,HR,Specialist,46,13,4465.5,No,3,2,45,14,No
EMP30410,HR,Developer,21,2,6474.93,Yes,1,4,57,20,Yes
EMP30411,Operations,Specialist,50,10,6181.96,Yes,1,3,54,7,No
EMP30412,Operations,Manager,53,14,5360.98,No,5,4,35,10,No
EMP30413,Finance,Analyst,29,10,6093.3,No,2,1,6,11,No
EMP30414,HR,Manager,29,8,5286.99,No,5,2,21,0,No
EMP30415,Finance,Manager,40,2,6487.59,Yes,3,1,19,0,No
EMP30416,Finance,Specialist,54,7,8694.57,Yes,5,3,5,16,No
EMP30417,HR,Manager,25,14,3404.81,No,1,3,11,8,No
EMP30418,IT,Manager,37,12,2333.33,Yes,5,2,37,14,No
EMP30419,Finance,Executive,29,7,4793.16,No,3,2,10,19,No
EMP30420,HR,Analyst,54,4,4690.63,No,3,3,7,5,No
EMP30421,Sales,Manager,55,12,4850.31,No,3,4,57,16,No
EMP30422,Marketing,Analyst,24,15,4027.01,Yes,2,2,38,4,No
EMP30423,Operations,Analyst,26,4,6725.32,Yes,4,2,50,15,No
EMP30424,Sales,Executive,27,12,3344.67,No,4,1,18,3,No
EMP30425,IT,Specialist,52,4,6092.83,No,5,4,25,6,No
EMP30426,Finance,Specialist,56,13,6374.37,No,5,4,39,9,No
EMP30427,Marketing,Analyst,35,15,5891.37,Yes,3,3,43,10,No
EMP30428,HR,Executive,27,10,6147.38,Yes,4,4,25,0,No
EMP30429,Operations,Specialist,46,7,6840.57,Yes,5,4,56,17,No
EMP30430,Sales,Specialist,55,5,5497.01,No,1,4,44,0,No
EMP30431,Finance,Specialist,56,0,4896.92,Yes,3,2,17,18,No
EMP30432,Operations,Manager,38,0,6146.22,Yes,4,1,10,4,No
EMP30433,Marketing,Developer,51,13,6317.22,No,3,4,5,14,No
EMP30434,IT,Developer,58,10,6751.19,No,1,1,52,14,No
EMP30435,Operations,Analyst,53,3,2848.08,No,4,2,51,9,No
EMP30436,Sales,Manager,39,8,5141.37,Yes,3,3,31,11,No
EMP30437,Sales,Analyst,31,14,3818.61,No,4,4,45,1,No
EMP30438,Marketing,Developer,35,10,6258.11,Yes,1,3,54,18,No
EMP30439,Operations,Specialist,35,14,6506.73,No,1,2,13,2,No
EMP30440,IT,Executive,59,1,5005.05,No,4,4,59,13,No
EMP30441,Marketing,Executive,49,1,4322.76,Yes,5,1,32,0,No
EMP30442,Marketing,Analyst,54,10,6312.11,No,4,1,29,15,No
EMP30443,Sales,Executive,51,9,5216.8,No,5,3,13,7,No
EMP30444,Sales,Executive,39,11,7556.37,No,5,2,42,10,No
EMP30445,IT,Specialist,51,15,8076.1,Yes,2,2,38,0,No
EMP30446,Operations,Manager,45,1,6917.73,No,1,2,6,4,No
EMP30447,Finance,Developer,49,14,5765.65,Yes,3,2,41,9,No
EMP30448,Finance,Manager,32,0,8155.03,No,4,4,12,15,No
EMP30449,HR,Developer,30,8,5777.75,Yes,4,2,20,12,No
EMP30450,HR,Developer,28,13,4697.88,No,3,3,39,5,No
EMP30451,Finance,Executive,32,10,4403.66,No,5,1,48,12,No
EMP30452,Sales,Executive,59,3,4361.41,No,5,4,12,4,No
EMP30453,Finance,Manager,57,9,5407.11,No,3,4,31,11,No
EMP30454,IT,Analyst,26,14,6111.3,No,3,1,20,11,No
EMP30455,Operations,Specialist,42,3,3293.93,No,1,3,44,4,No
EMP30456,IT,Analyst,57,14,4743.28,No,4,3,51,4,No
EMP30457,Sales,Analyst,50,10,5735.94,No,4,1,40,10,No
EMP30458,HR,Manager,44,1,6382.11,Yes,5,4,49,12,No
EMP30459,HR,Executive,44,5,5377.78,No,1,4,30,20,No
EMP30460,Finance,Specialist,33,13,5783.43,Yes,1,4,38,10,No
EMP30461,Marketing,Executive,57,5,3558.88,No,4,3,21,9,No
EMP30462,Operations,Specialist,24,15,4048.99,No,3,3,60,9,No
EMP30463,HR,Developer,54,6,5325.37,Yes,3,3,16,18,No
EMP30464,Operations,Specialist,54,5,6182.49,No,3,4,56,6,No
EMP30465,Finance,Analyst,31,13,5763.62,No,4,3,46,8,No
EMP30466,IT,Specialist,40,12,4143.43,No,4,3,60,7,No
EMP30467,Sales,Specialist,55,3,5061.82,No,1,1,40,13,No
EMP30468,Sales,Manager,39,12,7684.42,No,4,3,24,14,No
EMP30469,IT,Analyst,32,4,6233.05,Yes,3,1,20,10,Yes
EMP30470,Operations,Executive,23,14,5172.87,Yes,3,2,15,5,No
EMP30471,HR,Executive,38,0,3877.91,No,4,4,59,14,No
EMP30472,HR,Manager,31,10,4346.61,Yes,4,1,10,5,No
EMP30473,HR,Specialist,54,2,5426.55,No,2,4,50,18,No
EMP30474,IT,Manager,54,10,5830.59,No,1,2,44,13,No
EMP30475,Operations,Specialist,33,15,6265.01,No,1,4,12,9,Yes
EMP30476,Sales,Developer,29,10,5998.65,No,5,4,56,4,No
EMP30477,Finance,Developer,32,6,4861.31,No,2,1,14,15,No
EMP30478,Marketing,Developer,36,13,4650.01,No,2,1,14,12,No
EMP30479,Marketing,Specialist,47,3,8487.15,No,5,4,35,18,No
EMP30480,HR,Specialist,26,8,4581.97,No,2,2,10,14,No
EMP30481,Marketing,Executive,59,15,3479.11,No,3,2,10,16,No
EMP30482,IT,Manager,48,5,2958.59,No,2,1,39,1,No
EMP30483,IT,Manager,26,0,4886.88,No,4,3,59,0,Yes
EMP30484,HR,Specialist,33,7,6826.64,No,3,1,7,13,No
EMP30485,Sales,Analyst,48,7,4552.75,No,3,2,40,0,No
EMP30486,IT,Specialist,40,12,7632.94,No,3,2,38,18,No
EMP30487,Marketing,Manager,41,12,5405.74,Yes,5,4,8,18,No
EMP30488,Operations,Specialist,22,5,7081.0,No,3,2,13,12,No
EMP30489,IT,Developer,37,12,4280.08,Yes,3,4,29,15,No
EMP30490,IT,Analyst,44,2,4303.34,No,5,3,43,8,No
EMP30491,HR,Specialist,50,3,5553.24,Yes,1,2,17,20,No
EMP30492,Sales,Executive,38,9,6140.5,No,5,1,29,0,No
EMP30493,Sales,Executive,42,11,5148.23,Yes,1,4,32,6,Yes
EMP30494,Marketing,Manager,29,12,5855.36,No,2,2,44,14,No
EMP30495,Operations,Analyst,52,9,6299.4,No,1,3,18,16,No
EMP30496,Operations,Executive,48,2,3285.91,No,3,2,43,5,No
EMP30497,IT,Specialist,50,10,4905.26,Yes,5,2,51,16,No
EMP30498,Marketing,Executive,47,6,4638.64,Yes,2,3,37,9,No
EMP30499,IT,Manager,59,4,4711.48,Yes,4,2,45,18,No
EMP30500,Marketing,Analyst,55,5,6026.98,No,2,4,14,5,No
EMP30501,Finance,Analyst,52,12,4659.48,No,4,3,55,14,No
EMP30502,IT,Analyst,34,2,2409.05,No,5,4,21,4,No
EMP30503,Operations,Analyst,23,8,5061.89,No,4,2,16,2,No
EMP30504,HR,Developer,21,1,3820.06,No,2,1,35,14,No
EMP30505,IT,Analyst,51,11,6161.16,No,5,1,26,14,No
EMP30506,Operations,Developer,56,2,6625.21,No,1,4,30,6,No
EMP30507,Operations,Manager,46,15,2333.33,Yes,5,4,50,12,No
EMP30508,Finance,Developer,49,14,4255.32,No,5,3,35,19,No
EMP30509,HR,Manager,24,13,5946.73,No,4,3,25,7,No
EMP30510,IT,Analyst,43,5,3303.35,No,4,1,49,10,No
EMP30511,HR,Manager,44,12,6590.66,No,2,4,26,4,No
EMP30512,Marketing,Developer,27,2,6990.64,No,3,3,58,10,No
EMP30513,HR,Manager,50,4,5173.64,No,1,3,60,18,No
EMP30514,Marketing,Specialist,34,2,4255.8,No,2,1,31,13,No
EMP30515,Sales,Manager,28,0,2333.33,Yes,3,3,48,2,No
EMP30516,Sales,Analyst,48,5,6637.7,No,2,3,44,15,Yes
EMP30517,IT,Executive,37,9,8420.47,No,4,4,53,8,No
EMP30518,Sales,Analyst,41,13,8110.14,Yes,5,1,30,0,No
EMP30519,Marketing,Executive,42,0,5124.21,No,3,1,27,13,No
EMP30520,HR,Executive,45,6,3777.65,Yes,2,4,20,6,Yes
EMP30521,Sales,Analyst,37,11,6673.1,Yes,2,2,37,20,No
EMP30522,Finance,Analyst,52,3,5226.36,No,3,2,39,20,No
EMP30523,Marketing,Specialist,55,11,6133.86,No,4,3,30,14,No
EMP30524,Marketing,Developer,39,9,5870.79,No,1,2,22,13,No
EMP30525,Sales,Developer,27,9,5556.17,No,3,4,30,6,No
EMP30526,Operations,Manager,31,1,6959.44,Yes,3,4,33,1,No
EMP30527,HR,Executive,51,2,7015.17,No,2,2,12,1,No
EMP30528,Marketing,Specialist,31,14,4632.64,Yes,2,1,41,9,No
EMP30529,Finance,Manager,51,14,4032.0,Yes,5,4,52,6,No
EMP30530,Operations,Manager,46,7,2333.33,No,3,3,23,20,No
EMP30531,Marketing,Developer,38,9,4897.42,No,3,4,26,6,No
EMP30532,Marketing,Executive,25,8,3776.68,Yes,1,2,10,4,No
EMP30533,Sales,Manager,42,8,6045.46,Yes,2,2,37,17,No
EMP30534,Operations,Developer,48,11,4912.87,No,2,1,28,17,No
EMP30535,Sales,Developer,26,9,5075.52,Yes,2,2,52,7,No
EMP30536,Marketing,Manager,53,2,6634.62,No,5,3,55,1,No
EMP30537,Finance,Specialist,28,1,6012.55,No,3,1,48,2,No
EMP30538,IT,Specialist,37,13,5241.63,Yes,5,3,16,10,No
EMP30539,IT,Executive,41,11,7946.31,No,3,3,16,18,No
EMP30540,Marketing,Executive,49,3,6523.89,No,4,4,32,8,No
EMP30541,Finance,Manager,29,0,4792.88,No,1,1,39,0,No
EMP30542,IT,Specialist,34,3,4859.79,No,5,1,6,7,No
EMP30543,Operations,Manager,52,9,6599.24,No,4,2,32,0,No
EMP30544,Operations,Analyst,33,9,5720.94,No,1,4,9,8,No
EMP30545,Sales,Manager,45,2,3734.93,No,4,1,19,9,No
EMP30546,IT,Specialist,36,2,6758.74,No,3,4,25,15,No
EMP30547,Marketing,Executive,23,3,7302.51,Yes,1,4,7,1,Yes
EMP30548,HR,Manager,41,7,7188.75,No,5,1,19,10,Yes
EMP30549,Sales,Developer,34,3,7730.79,Yes,3,2,40,3,No
EMP30550,Finance,Analyst,31,7,8520.46,No,4,2,60,9,No
EMP30551,Marketing,Executive,54,0,8011.61,No,3,2,48,20,No
EMP30552,Finance,Developer,51,14,5927.66,No,1,4,22,15,No
EMP30553,Marketing,Developer,31,14,5104.02,Yes,2,2,57,17,No
EMP30554,Sales,Developer,41,5,2672.26,No,4,3,29,0,No
EMP30555,Operations,Developer,49,12,5432.97,No,2,1,24,16,No
EMP30556,Finance,Developer,23,8,6195.37,No,5,3,52,18,No
EMP30557,Marketing,Analyst,24,0,5482.0,No,2,2,27,14,No
EMP30558,Finance,Executive,42,4,2584.34,No,3,4,46,16,No
EMP30559,Operations,Specialist,57,0,4986.73,No,3,4,14,1,Yes
EMP30560,Sales,Analyst,57,11,6384.66,No,1,1,23,15,No
EMP30561,Sales,Specialist,38,12,3877.79,Yes,5,3,60,17,Yes
EMP30562,Operations,Manager,48,9,5665.2,No,1,2,18,4,No
EMP30563,Sales,Manager,40,0,6064.11,No,3,2,52,9,No
EMP30564,Marketing,Executive,56,3,7093.62,Yes,5,2,31,8,No
EMP30565,Sales,Specialist,43,7,7985.57,No,5,4,58,2,No
EMP30566,Operations,Manager,55,2,4849.93,No,2,2,28,2,No
EMP30567,HR,Specialist,35,1,5692.3,Yes,2,1,32,6,No
EMP30568,Finance,Developer,57,4,5739.27,No,3,1,27,2,No
EMP30569,Finance,Executive,49,9,6390.73,No,4,4,16,10,No
EMP30570,HR,Specialist,50,1,6222.77,No,2,2,52,1,No
EMP30571,HR,Manager,21,15,7554.18,No,3,1,37,0,No
EMP30572,Finance,Executive,52,7,2333.33,No,5,2,33,13,No
EMP30573,Operations,Manager,27,2,6043.7,No,4,4,25,5,No
EMP30574,Operations,Developer,57,0,6147.78,Yes,5,4,48,7,No
EMP30575,HR,Developer,28,15,5063.82,Yes,5,4,24,7,No
EMP30576,HR,Analyst,53,9,2333.33,Yes,5,3,18,9,No
EMP30577,Sales,Specialist,45,13,5325.17,Yes,3,4,9,9,No
EMP30578,Operations,Analyst,36,12,4350.83,Yes,5,4,53,2,No
EMP30579,IT,Manager,55,15,7933.6,No,3,1,9,0,No
EMP30580,HR,Specialist,36,14,5979.6,No,4,2,52,9,No
EMP30581,Marketing,Executive,23,12,4223.44,Yes,5,3,26,11,No
EMP30582,Operations,Manager,23,13,2337.7,No,1,2,5,16,No
EMP30583,HR,Manager,54,13,6302.59,Yes,5,4,56,4,No
EMP30584,HR,Developer,35,4,6460.89,No,5,4,46,1,No
EMP30585,IT,Developer,52,9,5093.0,No,5,3,45,12,No
EMP30586,Finance,Developer,21,15,6322.18,No,4,1,35,18,No
EMP30587,Sales,Analyst,23,13,4894.26,Yes,1,2,47,5,No
EMP30588,Marketing,Manager,59,1,7017.49,No,2,1,12,1,No
EMP30589,Marketing,Executive,26,1,6905.69,No,1,2,18,8,No
EMP30590,IT,Specialist,47,3,2958.28,Yes,4,1,35,11,No
EMP30591,IT,Analyst,34,11,3323.88,No,3,1,46,13,No
EMP30592,Finance,Manager,40,6,8463.59,No,3,1,37,2,No
EMP30593,Finance,Developer,25,10,6814.96,Yes,4,2,27,13,No
EMP30594,Finance,Developer,31,2,3523.1,No,5,1,42,7,No
EMP30595,Sales,Executive,50,0,3061.1,No,1,1,8,0,No
EMP30596,Operations,Developer,41,12,5728.32,No,5,2,33,19,No
EMP30597,Sales,Analyst,40,4,3703.19,No,2,3,27,11,No
EMP30598,HR,Manager,57,0,4941.61,No,4,3,32,6,Yes
EMP30599,Operations,Executive,37,3,5345.75,Yes,3,2,12,17,No
EMP30600,Marketing,Developer,52,5,5281.01,Yes,3,3,55,16,No
EMP30601,Finance,Manager,49,6,7106.47,No,2,1,52,4,No
EMP30602,Sales,Executive,38,14,8168.8,No,1,3,57,20,No
EMP30603,Operations,Executive,32,3,4698.29,No,4,1,52,11,No
EMP30604,Sales,Developer,34,9,3720.68,Yes,2,1,42,5,No
EMP30605,IT,Executive,54,4,5999.94,No,2,4,21,9,Yes
EMP30606,Sales,Manager,32,7,7863.89,No,1,2,11,3,No
EMP30607,Marketing,Developer,46,4,4811.84,No,5,3,39,17,No
EMP30608,HR,Specialist,25,5,6692.21,No,2,2,58,5,No
EMP30609,Finance,Executive,34,9,4160.96,Yes,2,3,25,9,No
EMP30610,Operations,Analyst,57,9,5448.57,Yes,2,3,60,1,No
EMP30611,Marketing,Executive,42,2,3673.75,Yes,3,4,13,19,No
EMP30612,Marketing,Specialist,53,2,5432.91,No,3,1,20,6,No
EMP30613,Sales,Manager,31,3,5241.98,No,3,3,41,13,No
EMP30614,HR,Specialist,50,14,6328.85,No,2,4,32,7,No
EMP30615,HR,Executive,59,5,8083.76,No,2,2,47,11,No
EMP30616,Operations,Developer,57,9,4833.32,No,5,2,24,11,No
EMP30617,HR,Executive,37,7,2417.07,No,3,3,48,6,No
EMP30618,IT,Executive,47,5,5113.51,No,5,3,21,9,No
EMP30619,Operations,Manager,55,0,5865.64,No,5,2,13,12,No
EMP30620,HR,Analyst,52,7,5719.52,No,4,4,36,4,No
EMP30621,Operations,Analyst,59,15,5180.53,Yes,3,3,33,2,Yes
EMP30622,HR,Executive,22,15,7648.24,Yes,5,3,36,3,No
EMP30623,HR,Manager,41,4,5620.99,Yes,1,1,6,8,No
EMP30624,Sales,Analyst,51,8,5259.47,No,3,3,28,4,No
EMP30625,Sales,Specialist,49,4,4250.11,No,4,4,10,5,No
EMP30626,Sales,Developer,26,14,2796.6,No,1,3,50,14,Yes
EMP30627,IT,Manager,43,8,5910.51,Yes,1,3,9,14,No
EMP30628,HR,Developer,27,14,5784.79,No,1,3,57,19,No
EMP30629,Sales,Manager,24,13,3827.67,No,3,1,8,16,No
EMP30630,Sales,Manager,25,5,5350.11,No,3,1,39,8,No
EMP30631,Marketing,Specialist,58,7,5200.89,No,3,3,23,19,No
EMP30632,Marketing,Manager,31,9,4479.92,Yes,1,1,11,19,No
EMP30633,IT,Manager,38,3,4226.7,Yes,3,1,25,4,Yes
EMP30634,Marketing,Manager,30,13,6024.29,No,5,4,7,3,No
EMP30635,Sales,Developer,55,9,5077.95,Yes,1,2,44,18,No
EMP30636,Sales,Developer,55,3,4530.18,No,4,4,53,18,No
EMP30637,HR,Manager,46,7,4124.16,No,2,4,23,17,No
EMP30638,IT,Executive,53,13,5221.69,Yes,1,1,29,9,No
EMP30639,Sales,Developer,25,6,6803.39,No,1,4,12,18,No
EMP30640,Marketing,Manager,59,11,5726.63,Yes,1,2,31,16,Yes
EMP30641,Marketing,Specialist,37,15,5060.98,No,3,3,58,15,No
EMP30642,IT,Specialist,36,5,5879.4,No,3,1,35,12,No
EMP30643,IT,Executive,28,15,7463.24,No,4,2,54,5,No
EMP30644,Operations,Specialist,55,6,6152.29,Yes,1,3,48,15,No
EMP30645,Marketing,Specialist,27,8,5806.97,No,4,2,11,18,No
EMP30646,IT,Specialist,54,12,6374.46,No,4,3,7,18,No
EMP30647,Operations,Manager,48,1,5179.65,No,1,1,25,12,No
EMP30648,Sales,Analyst,51,11,5692.77,No,4,1,57,0,No
EMP30649,Finance,Developer,22,9,4683.23,No,1,3,14,15,No
EMP30650,Marketing,Specialist,49,10,3090.84,No,3,2,7,5,No
EMP30651,HR,Manager,58,15,5930.92,No,4,3,58,4,No
EMP30652,Finance,Specialist,36,7,5936.69,No,5,2,16,1,No
EMP30653,Operations,Analyst,38,14,4985.1,No,3,1,24,3,No
EMP30654,Finance,Specialist,25,9,6970.4,No,3,3,48,10,No
EMP30655,Operations,Executive,40,3,4334.26,Yes,5,1,10,5,Yes
EMP30656,Marketing,Specialist,47,10,2759.59,No,2,4,14,8,No
EMP30657,Sales,Specialist,32,3,4370.99,Yes,2,1,45,10,No
EMP30658,Marketing,Developer,49,14,3105.26,Yes,3,4,5,11,No
EMP30659,Marketing,Developer,24,2,5923.72,No,1,2,44,8,No
EMP30660,Marketing,Manager,47,7,4288.55,Yes,1,4,35,9,No
EMP30661,HR,Specialist,43,13,6893.7,Yes,2,1,18,18,No
EMP30662,Finance,Executive,29,0,6862.36,No,1,2,39,5,No
EMP30663,HR,Analyst,34,7,4029.21,No,4,2,23,0,No
EMP30664,Marketing,Executive,30,8,4204.51,Yes,3,1,58,16,No
EMP30665,HR,Analyst,45,5,6218.33,No,3,2,28,1,No
EMP30666,IT,Manager,45,10,6886.43,Yes,3,1,46,16,No
EMP30667,Operations,Analyst,42,5,2397.74,No,1,2,19,6,No
EMP30668,Sales,Manager,28,5,5839.17,No,3,2,51,17,No
EMP30669,HR,Analyst,29,4,2333.33,Yes,1,1,21,3,No
EMP30670,IT,Analyst,52,9,4593.89,No,2,4,33,3,No
EMP30671,HR,Manager,39,14,7057.15,No,4,3,49,8,No
EMP30672,HR,Analyst,37,2,9931.32,No,5,4,56,8,No
EMP30673,Sales,Specialist,33,6,5058.43,No,2,4,47,15,No
EMP30674,Marketing,Specialist,57,3,3545.99,No,2,2,42,13,No
EMP30675,HR,Specialist,30,3,4646.43,No,4,2,43,20,No
EMP30676,HR,Executive,50,15,5515.77,No,5,4,27,14,No
EMP30677,Sales,Manager,51,11,4411.3,No,2,2,43,4,No
EMP30678,Marketing,Developer,30,15,4029.43,No,5,1,37,1,No
EMP30679,Marketing,Analyst,21,10,4776.39,Yes,2,3,34,5,No
EMP30680,HR,Analyst,30,10,6010.03,No,4,4,22,20,No
EMP30681,HR,Developer,31,11,5162.55,No,2,1,24,16,No
EMP30682,HR,Executive,50,10,4094.26,No,2,3,11,15,No
EMP30683,Marketing,Developer,41,13,4411.57,No,5,2,45,5,No
EMP30684,IT,Manager,37,5,4795.88,No,2,2,6,9,No
EMP30685,Operations,Developer,39,1,3917.53,Yes,1,2,11,14,Yes
EMP30686,Marketing,Developer,58,7,4355.95,Yes,4,1,21,19,No
EMP30687,Operations,Manager,57,0,6382.12,No,1,2,12,12,No
EMP30688,Marketing,Manager,21,0,5071.19,No,1,2,46,0,No
EMP30689,Marketing,Executive,53,0,2786.44,No,5,4,12,17,No
EMP30690,Sales,Specialist,35,1,6954.09,No,2,1,30,19,No
EMP30691,IT,Executive,50,11,6041.75,No,1,4,46,0,No
EMP30692,Sales,Specialist,59,9,3341.97,No,5,1,37,8,No
EMP30693,Finance,Specialist,41,14,4868.6,No,2,2,38,20,Yes
EMP30694,HR,Developer,45,4,4228.52,Yes,4,2,24,20,No
EMP30695,Sales,Developer,37,5,6432.03,No,2,2,30,20,No
EMP30696,Finance,Executive,23,7,4859.19,No,3,4,47,20,No
EMP30697,Sales,Specialist,22,12,5307.51,No,4,4,31,0,No
EMP30698,HR,Manager,35,14,5132.88,Yes,4,3,44,3,No
EMP30699,HR,Analyst,53,11,3196.46,No,3,3,51,10,No
EMP30700,Marketing,Developer,34,8,7524.76,No,4,3,18,12,No
EMP30701,Operations,Manager,37,15,6410.16,No,5,4,11,8,No
EMP30702,Finance,Analyst,41,2,4295.59,No,5,4,30,5,No
EMP30703,Operations,Analyst,33,7,5704.46,No,4,4,26,5,No
EMP30704,IT,Executive,40,3,6877.84,No,2,1,13,12,No
EMP30705,IT,Specialist,44,2,5500.28,No,3,2,47,20,No
EMP30706,Operations,Developer,54,6,7751.8,Yes,5,2,39,17,No
EMP30707,Operations,Analyst,50,12,9793.44,No,2,1,41,3,No
EMP30708,Sales,Developer,52,5,5227.48,Yes,4,4,44,3,Yes
EMP30709,IT,Developer,41,13,4542.87,No,4,1,29,5,No
EMP30710,IT,Executive,48,9,3932.55,No,3,4,33,15,No
EMP30711,Sales,Executive,26,11,2333.33,Yes,5,4,17,0,No
EMP30712,Finance,Analyst,26,3,7288.88,No,3,3,45,14,No
EMP30713,Sales,Executive,56,13,4886.43,No,5,2,58,12,No
EMP30714,Marketing,Specialist,44,3,6729.7,No,4,2,53,13,No
EMP30715,Finance,Executive,25,5,7031.34,Yes,1,3,27,18,No
EMP30716,Operations,Specialist,36,12,3795.21,No,5,3,7,12,No
EMP30717,HR,Manager,58,11,4020.45,No,4,3,54,13,No
EMP30718,Marketing,Executive,21,4,8033.7,No,2,3,37,10,No
EMP30719,IT,Specialist,38,4,5311.57,No,4,4,48,13,No
EMP30720,Finance,Executive,53,6,4426.24,No,3,4,21,7,No
EMP30721,Sales,Specialist,57,7,3848.91,No,5,4,53,1,Yes
EMP30722,Operations,Executive,35,0,5204.48,Yes,2,2,51,0,No
EMP30723,Finance,Developer,56,3,7678.51,No,2,1,5,15,No
EMP30724,IT,Analyst,48,2,6444.82,No,1,2,36,13,No
EMP30725,Operations,Manager,36,2,5689.31,No,4,2,31,8,No
EMP30726,Marketing,Specialist,51,5,7799.45,No,5,2,41,15,No
EMP30727,Sales,Developer,52,0,7510.33,No,4,3,19,9,No
EMP30728,Marketing,Analyst,31,10,5917.85,No,2,4,10,5,No
EMP30729,Operations,Executive,24,10,9580.85,No,5,4,20,12,No
EMP30730,HR,Analyst,51,3,5045.53,No,2,3,34,7,No
EMP30731,Finance,Specialist,24,14,7063.71,No,4,3,20,20,No
EMP30732,Operations,Manager,51,9,4827.17,Yes,3,2,30,15,No
EMP30733,HR,Developer,34,5,6770.94,No,5,3,26,15,No
EMP30734,Finance,Manager,48,3,5044.09,No,5,2,43,14,No
EMP30735,Sales,Manager,44,6,6108.72,No,2,4,27,14,No
EMP30736,Marketing,Executive,22,15,9001.87,No,1,4,13,16,No
EMP30737,Marketing,Executive,21,0,6844.44,No,1,2,40,9,No
EMP30738,IT,Developer,45,0,6131.93,No,4,3,16,17,No
EMP30739,HR,Analyst,41,6,4254.61,No,2,1,21,0,No
EMP30740,IT,Analyst,22,14,5699.01,Yes,1,2,44,13,No
EMP30741,HR,Analyst,59,4,3904.66,No,5,4,20,11,No
EMP30742,IT,Developer,30,11,6747.13,Yes,4,3,8,0,No
EMP30743,Marketing,Specialist,54,9,6709.48,No,1,3,25,13,No
EMP30744,Operations,Developer,25,3,5147.21,No,4,1,26,0,No
EMP30745,Marketing,Developer,30,14,7911.96,Yes,4,4,43,14,No
EMP30746,Operations,Specialist,41,2,7701.01,No,5,4,44,11,No
EMP30747,Operations,Manager,41,8,5641.14,No,5,2,5,12,No
EMP30748,Sales,Executive,44,10,6264.93,Yes,5,4,47,12,No
EMP30749,Operations,Manager,27,10,4533.98,No,5,3,46,6,No
EMP30750,Operations,Specialist,31,13,5008.4,No,4,2,14,13,No
EMP30751,Sales,Developer,31,11,3799.66,Yes,4,2,23,4,No
EMP30752,Sales,Analyst,38,10,4699.16,No,3,3,47,15,No
EMP30753,Operations,Analyst,56,2,5260.08,No,4,2,37,1,No
EMP30754,HR,Specialist,39,4,2926.12,Yes,5,3,24,2,No
EMP30755,IT,Executive,59,5,6281.89,No,1,1,47,14,No
EMP30756,HR,Specialist,30,5,6949.86,No,1,2,40,1,No
EMP30757,Marketing,Developer,30,1,5404.79,No,3,3,33,20,No
EMP30758,HR,Specialist,24,1,2333.33,Yes,2,4,5,0,No
EMP30759,HR,Analyst,29,7,5037.18,No,3,2,41,11,Yes
EMP30760,HR,Developer,33,11,3326.59,No,2,3,15,20,No
EMP30761,Sales,Analyst,35,14,4502.24,No,4,2,56,14,No
EMP30762,Sales,Executive,48,15,7594.57,No,5,4,15,13,No
EMP30763,HR,Manager,38,7,2333.33,No,2,2,6,14,Yes
EMP30764,Sales,Specialist,47,14,4192.12,No,4,3,26,14,No
EMP30765,Operations,Analyst,24,7,6661.02,Yes,1,2,24,3,No
EMP30766,HR,Executive,57,7,4363.78,No,4,2,24,6,No
EMP30767,Finance,Specialist,26,3,4249.02,No,4,3,56,4,No
EMP30768,HR,Specialist,22,10,8465.28,No,4,3,20,4,No
EMP30769,Operations,Specialist,37,4,5984.25,No,3,3,51,4,No
EMP30770,HR,Specialist,46,7,6818.12,No,1,4,14,13,No
EMP30771,Sales,Specialist,30,14,6158.67,Yes,5,3,39,19,No
